0	0	891695640	0	1	864522090	0	2	770550	0	3	23589520	0	4	20936550	
1	0	910409350	1	1	870102870	1	2	870000	1	3	24250030	1	4	21148130	
2	0	863542190	2	1	852200330	2	2	301700	2	3	24521360	2	4	21340850	
3	0	868304000	3	1	857332210	3	2	952790	3	3	24329300	3	4	23182460	
4	0	896604930	4	1	861449620	4	2	1135490	4	3	24712090	4	4	21194020	
5	0	839455670	5	1	850669660	5	2	649970	5	3	24703380	5	4	21299530	
6	0	840172400	6	1	857102990	6	2	1274670	6	3	24219720	6	4	21066020	
7	0	816452950	7	1	843049180	7	2	624970	7	3	24580290	7	4	21335030	
8	0	862697530	8	1	850285380	8	2	513860	8	3	24397840	8	4	21415220	
9	0	838733150	9	1	885473250	9	2	984100	9	3	24431300	9	4	21247690	
10	0	873395990	10	1	849938270	10	2	1006820	10	3	24286520	10	4	21283460	
11	0	846591590	11	1	936455500	11	2	1359040	11	3	28617110	11	4	23414830	
12	0	856329590	12	1	896639160	12	2	1005690	12	3	24899210	12	4	22434450	
13	0	963769240	13	1	876510760	13	2	1065490	13	3	24969550	13	4	21838700	
14	0	849652310	14	1	847356290	14	2	946460	14	3	25166650	14	4	21188150	
15	0	849774250	15	1	857511520	15	2	346290	15	3	26161710	15	4	21199570	
16	0	846443730	16	1	853984090	16	2	272510	16	3	24412760	16	4	21415730	
17	0	827366000	17	1	842689710	17	2	502190	17	3	25344120	17	4	21085540	
18	0	862958440	18	1	858301830	18	2	411340	18	3	24399650	18	4	21522500	
19	0	848678400	19	1	851515550	19	2	882680	19	3	24215960	19	4	21244790	
20	0	859119980	20	1	855139450	20	2	671620	20	3	24503920	20	4	21366460	
21	0	836171560	21	1	855206720	21	2	1152520	21	3	24267290	21	4	21232740	
22	0	843011910	22	1	850617860	22	2	1262230	22	3	24346960	22	4	21313870	
23	0	840041110	23	1	862787740	23	2	872790	23	3	22057440	23	4	20173140	
24	0	942873110	24	1	842490030	24	2	900530	24	3	22463080	24	4	20027720	
25	0	819520740	25	1	845947540	25	2	1003730	25	3	22660370	25	4	20091570	
26	0	848359870	26	1	845328100	26	2	1099830	26	3	22402040	26	4	20010150	
27	0	826227610	27	1	845233230	27	2	964400	27	3	21894990	27	4	20059140	
28	0	836794460	28	1	851693270	28	2	637680	28	3	22397340	28	4	19994630	
29	0	835837210	29	1	845411880	29	2	937850	29	3	21926000	29	4	20042930	
30	0	936953100	30	1	844759270	30	2	433340	30	3	23532500	30	4	20211020	
31	0	831379190	31	1	838692600	31	2	592440	31	3	22160040	31	4	20062560	
32	0	840819410	32	1	875925070	32	2	973610	32	3	23204250	32	4	20197510	
33	0	827877530	33	1	843654520	33	2	987610	33	3	23942160	33	4	20898310	
34	0	826089420	34	1	835281790	34	2	1120380	34	3	22498820	34	4	20093740	
35	0	826195810	35	1	841720360	35	2	543390	35	3	21895700	35	4	20252370	
36	0	846799000	36	1	934620830	36	2	482550	36	3	22789800	36	4	20021710	
37	0	843064330	37	1	846993400	37	2	870550	37	3	22290820	37	4	20140280	
38	0	822953690	38	1	837236880	38	2	824660	38	3	22094200	38	4	20222840	
39	0	825753100	39	1	838482480	39	2	1172760	39	3	23126760	39	4	20065160	
40	0	839283450	40	1	869171680	40	2	1136300	40	3	22764730	40	4	20138180	
41	0	832383650	41	1	833250030	41	2	755690	41	3	22488640	41	4	20040960	
42	0	810723120	42	1	931780970	42	2	1060910	42	3	22194130	42	4	20175740	
43	0	925275690	43	1	874475000	43	2	403860	43	3	22548710	43	4	20236830	
44	0	827089410	44	1	834644620	44	2	770860	44	3	22178910	44	4	20102150	
45	0	821415700	45	1	837619080	45	2	1232610	45	3	22708720	45	4	19995480	
46	0	848241480	46	1	834451240	46	2	318280	46	3	22653980	46	4	20066680	
47	0	807270860	47	1	846089510	47	2	746820	47	3	22607020	47	4	20286200	
48	0	833160840	48	1	895969480	48	2	315610	48	3	23426910	48	4	20120130	
49	0	809293360	49	1	838723610	49	2	1255770	49	3	22195540	49	4	21693330	
50	0	831953760	50	1	835544380	50	2	627950	50	3	21973360	50	4	20046690	
51	0	843703440	51	1	858502220	51	2	421210	51	3	22734870	51	4	20003650	
52	0	834216260	52	1	851963270	52	2	516440	52	3	22980550	52	4	20105290	
53	0	830709320	53	1	846815400	53	2	694680	53	3	22513900	53	4	20402680	
54	0	834625610	54	1	843195850	54	2	316730	54	3	22795570	54	4	21755310	
55	0	812650140	55	1	840007540	55	2	386710	55	3	23005660	55	4	21756440	
56	0	843578720	56	1	848313080	56	2	548470	56	3	22251290	56	4	20172780	
57	0	837177450	57	1	841336120	57	2	618150	57	3	22257420	57	4	20167040	
58	0	822682510	58	1	840741330	58	2	909040	58	3	22387710	58	4	21605460	
59	0	823586000	59	1	846402300	59	2	843350	59	3	22466870	59	4	20091730	
60	0	827809340	60	1	834268870	60	2	450530	60	3	23059540	60	4	20125410	
61	0	817340170	61	1	840096240	61	2	834840	61	3	22218480	61	4	20050730	
