0	0	124	0	1	125	0	2	100000132	0	3	100000199	0	4	213404	0	5	125	0	6	36	0	7	213368	
1	0	125	1	1	125	1	2	100000422	1	3	100000199	1	4	213404	1	5	125	1	6	36	1	7	213368	
2	0	125	2	1	125	2	2	99999930	2	3	100000199	2	4	213404	2	5	125	2	6	36	2	7	213368	
3	0	125	3	1	125	3	2	100000183	3	3	100000199	3	4	213404	3	5	125	3	6	36	3	7	213368	
4	0	125	4	1	125	4	2	99999920	4	3	100000199	4	4	213404	4	5	125	4	6	36	4	7	213368	
5	0	125	5	1	125	5	2	99999954	5	3	100000199	5	4	213404	5	5	125	5	6	36	5	7	213368	
6	0	125	6	1	125	6	2	100000235	6	3	100000199	6	4	213404	6	5	125	6	6	36	6	7	213368	
7	0	125	7	1	125	7	2	99999988	7	3	100000199	7	4	213404	7	5	125	7	6	36	7	7	213368	
8	0	125	8	1	125	8	2	100000117	8	3	100000199	8	4	213404	8	5	125	8	6	36	8	7	213368	
9	0	125	9	1	125	9	2	99999932	9	3	100000199	9	4	213404	9	5	125	9	6	36	9	7	213368	
