0	0	125	0	1	125	0	2	99999877	0	3	99999948	0	4	0	0	5	0	0	6	0	0	7	0	
1	0	124	1	1	125	1	2	100000024	1	3	99999948	1	4	0	1	5	0	1	6	0	1	7	0	
2	0	125	2	1	125	2	2	99999962	2	3	99999948	2	4	0	2	5	0	2	6	0	2	7	0	
3	0	124	3	1	125	3	2	100000100	3	3	99999948	3	4	0	3	5	0	3	6	0	3	7	0	
4	0	125	4	1	125	4	2	99999955	4	3	99999948	4	4	0	4	5	0	4	6	0	4	7	0	
5	0	125	5	1	125	5	2	100000193	5	3	99999948	5	4	0	5	5	0	5	6	0	5	7	0	
6	0	125	6	1	125	6	2	100000184	6	3	99999948	6	4	0	6	5	0	6	6	0	6	7	0	
7	0	125	7	1	125	7	2	100000220	7	3	99999948	7	4	0	7	5	0	7	6	0	7	7	0	
8	0	124	8	1	125	8	2	100000011	8	3	99999948	8	4	0	8	5	0	8	6	0	8	7	0	
9	0	124	9	1	125	9	2	100000084	9	3	99999948	9	4	0	9	5	0	9	6	0	9	7	0	
