0	0	4520634490	0	1	5504760618	0	2	1003414	0	3	90074208	0	4	75119994	0	5	0	0	6	0	
1	0	4647110118	1	1	4740297876	1	2	861682	1	3	80156060	1	4	76642688	1	5	0	1	6	0	
2	0	4644814598	2	1	4835403708	2	2	1299650	2	3	82492072	2	4	74339738	2	5	0	2	6	0	
3	0	4582338564	3	1	4919639964	3	2	926554	3	3	80002798	3	4	73368922	3	5	0	3	6	0	
4	0	4723431592	4	1	4787430952	4	2	914344	4	3	80218980	4	4	158618120	4	5	0	4	6	0	
5	0	4581711788	5	1	4842259380	5	2	955328	5	3	81212402	5	4	73516354	5	5	0	5	6	0	
6	0	4671592518	6	1	4737308542	6	2	906590	6	3	79973958	6	4	74051670	6	5	0	6	6	0	
7	0	4668049138	7	1	4939967628	7	2	831640	7	3	87945068	7	4	82358842	7	5	0	7	6	0	
8	0	4609172810	8	1	4840001876	8	2	969624	8	3	81566950	8	4	74395760	8	5	0	8	6	0	
9	0	4665555574	9	1	4919373940	9	2	921558	9	3	85562788	9	4	76081866	9	5	0	9	6	0	
