0	0	1865004900	0	1	1433077000	0	2	854520	0	3	26696340	0	4	23635640	0	5	2054700	0	6	15477100	
1	0	1341922700	1	1	1552514300	1	2	1015160	1	3	27014690	1	4	23172880	1	5	2936200	1	6	15960000	
2	0	1261600400	2	1	1399292200	2	2	1014400	2	3	25874500	2	4	29670890	2	5	2968300	2	6	16384100	
3	0	1149989600	3	1	1820765200	3	2	1205150	3	3	25769570	3	4	22315600	3	5	1904400	3	6	16550000	
4	0	1182898000	4	1	1557558100	4	2	556820	4	3	35988810	4	4	25038180	4	5	2512500	4	6	14251300	
5	0	1175877600	5	1	1473461000	5	2	1165380	5	3	26174410	5	4	22440860	5	5	2262300	5	6	9580400	
6	0	1223709100	6	1	1386774000	6	2	3876750	6	3	26052330	6	4	22852150	6	5	3093100	6	6	11985200	
7	0	1509835000	7	1	1377763000	7	2	1076240	7	3	25709510	7	4	22014870	7	5	1944800	7	6	10391000	
8	0	1136304000	8	1	1599157600	8	2	555080	8	3	38930900	8	4	25179020	8	5	1927600	8	6	11303500	
9	0	1249885600	9	1	1353242100	9	2	1201420	9	3	26036810	9	4	22194870	9	5	1816600	9	6	17991200	
