0	0	475	0	1	1	0	2	477	0	3	3	0	4	219612371	0	5	1	0	6	219612372	0	7	2	0	8	213660	0	9	1	0	10	494	0	11	3	0	12	213383	0	13	2	
1	0	475	1	1	1	1	2	477	1	3	3	1	4	219612371	1	5	1	1	6	219612372	1	7	2	1	8	213660	1	9	1	1	10	494	1	11	3	1	12	213383	1	13	2	
2	0	475	2	1	1	2	2	477	2	3	3	2	4	219612371	2	5	1	2	6	219612372	2	7	2	2	8	213660	2	9	1	2	10	494	2	11	3	2	12	213383	2	13	2	
3	0	475	3	1	1	3	2	477	3	3	3	3	4	219612371	3	5	1	3	6	219612372	3	7	2	3	8	213660	3	9	1	3	10	494	3	11	3	3	12	213383	3	13	2	
4	0	475	4	1	1	4	2	477	4	3	3	4	4	219612371	4	5	1	4	6	219612372	4	7	2	4	8	213660	4	9	1	4	10	494	4	11	3	4	12	213383	4	13	2	
5	0	475	5	1	1	5	2	477	5	3	3	5	4	219612371	5	5	1	5	6	219612372	5	7	2	5	8	213660	5	9	1	5	10	494	5	11	3	5	12	213383	5	13	2	
6	0	475	6	1	1	6	2	477	6	3	3	6	4	219612371	6	5	1	6	6	219612372	6	7	2	6	8	213660	6	9	1	6	10	494	6	11	3	6	12	213383	6	13	2	
7	0	475	7	1	1	7	2	477	7	3	3	7	4	219612371	7	5	1	7	6	219612372	7	7	2	7	8	213660	7	9	1	7	10	494	7	11	3	7	12	213383	7	13	2	
8	0	475	8	1	1	8	2	477	8	3	3	8	4	219612371	8	5	1	8	6	219612372	8	7	2	8	8	213660	8	9	1	8	10	494	8	11	3	8	12	213383	8	13	2	
9	0	475	9	1	1	9	2	477	9	3	3	9	4	219612371	9	5	1	9	6	219612372	9	7	2	9	8	213660	9	9	1	9	10	494	9	11	3	9	12	213383	9	13	2	
