0	0	7966880900	0	1	1537710900	0	2	1003190	0	3	27606460	0	4	19006450	0	5	20143300	0	6	40099000	
1	0	6772044600	1	1	1577472600	1	2	1190570	1	3	47358590	1	4	18279370	1	5	21613200	1	6	30905400	
2	0	6831844800	2	1	1410198200	2	2	2957890	2	3	31777140	2	4	18511010	2	5	19849200	2	6	26485000	
3	0	7877494600	3	1	1546285900	3	2	990100	3	3	29375240	3	4	19311120	3	5	21623700	3	6	28029200	
4	0	6693137400	4	1	1464258200	4	2	2486540	4	3	32111370	4	4	18941600	4	5	13946000	4	6	37625400	
5	0	6858458000	5	1	1407404300	5	2	1163790	5	3	29785850	5	4	19653390	5	5	24610400	5	6	35068300	
6	0	7774685300	6	1	1694821100	6	2	1524370	6	3	27715040	6	4	17875290	6	5	22446300	6	6	27636600	
7	0	7688477000	7	1	1595361300	7	2	285610	7	3	31618670	7	4	19547300	7	5	17276000	7	6	21253700	
8	0	7163494600	8	1	1563240500	8	2	1994800	8	3	27992050	8	4	20001890	8	5	20783500	8	6	41385100	
9	0	7878668900	9	1	1580116300	9	2	1282300	9	3	35366360	9	4	19709110	9	5	20980700	9	6	22723100	
